month,PfPR U5,Cases U5,Severe cases U5,Pop U5,PfPR_2to10,annualeir,year,x_Temporary_Larval_Habitat,Run_Number
1,0.2238278092158,3.171988643706,0.0,329.8666666667,0.3063477460902,23.73874921993,2011,0.2625627819181305,0
2,0.3816993464052,5.505279265344,0.03670186176896,331.5,0.5019696117051,43.66280576682,2011,0.2625627819181305,0
3,0.5352593038419,7.359313823283,0.03661350160837,332.3,0.6593376008906,105.5591963104,2011,0.2625627819181305,0
4,0.6446280991736,6.842370830476,0.1103608198464,330.7333333333,0.7376901173693,103.079439979,2011,0.2625627819181305,0
5,0.6605244507442,4.656272135675,0.1847727037966,329.2333333333,0.7458884456575,63.66928220042,2011,0.2625627819181305,0
6,0.6235329825981,3.692837059498,0.1107851117849,329.4666666667,0.6699635241302,30.5278240039,2011,0.2625627819181305,0
7,0.4989371393866,2.660188347101,0.0,329.3,0.5652694610778,10.04363865668,2011,0.2625627819181305,0
8,0.3559837728195,1.03651112318,0.0,328.6666666667,0.4251924027395,4.326972393655,2011,0.2625627819181305,0
9,0.2011447260834,0.7834219224751,0.0,326.1333333333,0.2824583686142,3.060709005297,2011,0.2625627819181305,0
10,0.1286742034943,0.600205540657,0.0,324.3333333333,0.208718811326,2.981161725329,2011,0.2625627819181305,0
11,0.08079673135853,0.7829417400062,0.0,326.3333333333,0.1651555307574,4.447217370195,2011,0.2625627819181305,0
12,0.08113857374392,0.8873581588268,0.0,329.0666666667,0.1701020195711,3.666224752689,2011,0.2625627819181305,0
1,0.09826940593057,1.108187399805,0.0,329.3666666667,0.1940009675859,7.119580620001,2012,0.2625627819181305,0
2,0.1385329431944,1.730904974043,0.0,330.3666666667,0.2417362500863,9.799593057938,2012,0.2625627819181305,0
3,0.1894467213115,2.617827877402,0.0,325.3333333333,0.3171068054885,14.99202397245,2012,0.2625627819181305,0
4,0.2773722627737,4.202734708786,0.0,324.2333333333,0.4258064516129,25.86478803635,2012,0.2625627819181305,0
5,0.3962708738859,5.272513322532,0.0,325.3666666667,0.5592662605895,27.92803970539,2012,0.2625627819181305,0
6,0.4097471076072,3.550220075995,0.0,325.5666666667,0.5434253528962,14.35976127312,2012,0.2625627819181305,0
7,0.3448558826546,2.396143198013,0.03743973746896,324.9666666667,0.5004511695703,7.901518828822,2012,0.2625627819181305,0
8,0.2565810009364,1.443138130009,0.0,320.3666666667,0.3981981981982,3.79325591682,2012,0.2625627819181305,0
9,0.1998350175294,0.6398226507008,0.0,323.2666666667,0.30090746597,3.942376924496,2012,0.2625627819181305,0
10,0.1296258433858,0.8582089245319,0.0,326.0666666667,0.2427351604462,5.47632887889,2012,0.2625627819181305,0
11,0.1295934122491,1.502830684185,0.0,323.8333333333,0.2552255225523,7.771474008137,2012,0.2625627819181305,0
12,0.1622753267974,1.975592251867,0.0,326.4,0.2801132049424,9.000256550614,2012,0.2625627819181305,0
1,0.1874036782082,2.100071847439,0.0,324.4333333333,0.3331021568763,14.49753612053,2013,0.2625627819181305,0
2,0.2374130167826,3.286942183971,0.03735161572695,325.7333333333,0.3959652988158,20.36067524248,2013,0.2625627819181305,0
3,0.3444976076555,4.496080733836,0.0,327.4333333333,0.5065454044371,29.56177797295,2013,0.2625627819181305,0
4,0.397239572839,4.596514161676,0.03677211329341,330.8666666667,0.5672385168788,24.92760935148,2013,0.2625627819181305,0
5,0.4085595201789,4.304157704115,0.0,327.9,0.5891435297376,14.95045303669,2013,0.2625627819181305,0
6,0.351163993792,2.30367295444,0.0,322.1666666667,0.5110769445803,9.934224514466,2013,0.2625627819181305,0
7,0.2747948904351,1.478346727788,0.0,320.9666666667,0.4144435841487,4.353784131267,2013,0.2625627819181305,0
8,0.1913719075854,0.8955223560333,0.0,326.0666666667,0.3076869322152,2.327032620667,2013,0.2625627819181305,0
9,0.1470828233374,0.6701346337795,0.0,326.8,0.2245394508168,1.958826216465,2013,0.2625627819181305,0
10,0.09058847239017,0.6988109350204,0.0,330.8,0.1543441938179,2.051683258681,2013,0.2625627819181305,0
11,0.08138597904915,0.6617647334933,0.0,330.9333333333,0.1477224947442,2.300116337078,2013,0.2625627819181305,0
12,0.07208558288342,0.547390524298,0.0,333.4,0.1468536396308,2.521811844741,2013,0.2625627819181305,0
1,0.06773903486862,0.7658107727766,0.0,333.6333333333,0.1496618013528,1.73310192712,2014,0.2625627819181305,0
2,0.04416309440734,0.1455488055944,0.0,334.3666666667,0.1141151937873,1.423369870147,2014,0.2625627819181305,0
3,0.03968175037295,0.3993038088083,0.0,335.1666666667,0.09711892555419,1.632714025231,2014,0.2625627819181305,0
4,0.0412360790609,0.4028293266892,0.0,332.2333333333,0.08129207849878,1.154464198,2014,0.2625627819181305,0
5,0.02794812506283,0.2568613737822,0.0,331.5666666667,0.05570990952483,0.7118809149234,2014,0.2625627819181305,0
6,0.02715023807112,0.1479080170393,0.0,329.0333333333,0.05628531073446,0.1520620857473,2014,0.2625627819181305,0
7,0.02068114003498,0.1502212136984,0.0,323.9666666667,0.02792162351295,0.07313409851313,2014,0.2625627819181305,0
8,0.01624418003104,0.07553026080132,0.0,322.1666666667,0.02333542932998,0.04273599615652,2014,0.2625627819181305,0
9,0.01485503534474,0.03739371150732,0.0,325.3666666667,0.01442641143016,0.02448022974151,2014,0.2625627819181305,0
10,0.006452273658337,0.0,0.0,325.4666666667,0.00866370945384,0.04901592523466,2014,0.2625627819181305,0
11,0.002179779946024,0.0,0.0,321.1333333333,0.00742746078023,0.06751510557909,2014,0.2625627819181305,0
12,0.005166356685266,0.07542880624533,0.0,322.6,0.004053032905132,0.06745014158718,2014,0.2625627819181305,0
1,0.4620465399858,6.379433184862,0.03708972781897,328.0333333333,0.6167743637083,85.30790478602,2011,0.504754033667642,0
2,0.6352347299344,7.591115690768,0.07370015233755,330.1666666667,0.7191599310984,143.3391551917,2011,0.504754033667642,0
3,0.7320647196499,6.091381043196,0.1485702693462,327.5666666667,0.7465376714598,208.7456143923,2011,0.504754033667642,0
4,0.743484083651,4.700216464698,0.07520346343517,323.5666666667,0.732956434985,167.5095886902,2011,0.504754033667642,0
5,0.6884334122979,4.962405771017,0.0,323.6333333333,0.7175719699488,98.92202537919,2011,0.504754033667642,0
6,0.61348751535,3.996622882783,0.0,325.7333333333,0.679494809231,45.7730975079,2011,0.504754033667642,0
7,0.5100393502169,3.167187824845,0.0,330.3666666667,0.5909060648426,15.56889706022,2011,0.504754033667642,0
8,0.3612418627942,1.900851264596,0.0,332.8333333333,0.4751588097626,7.410131806262,2011,0.504754033667642,0
9,0.2752623688156,1.751124501228,0.0,333.5,0.3799933087989,5.601627953966,2011,0.504754033667642,0
10,0.2147015293537,1.512580096722,0.0,337.8333333333,0.307748880123,7.503141948475,2011,0.504754033667642,0
11,0.1928260007927,2.133868355304,0.0,336.4,0.3110096056962,12.34666724754,2011,0.504754033667642,0
12,0.2184092046023,2.373686954379,0.0365182608366,333.1666666667,0.3793985063581,10.86230314883,2011,0.504754033667642,0
1,0.2851971037812,3.670554980636,0.03670554980636,331.4666666667,0.4537798275516,26.44266658347,2012,0.504754033667642,0
2,0.3906570841889,5.208932459354,0.07494866847992,324.6666666667,0.5654932870216,31.1140825712,2012,0.504754033667642,0
3,0.4813972715998,5.431996822357,0.0,322.5333333333,0.6233878473607,52.45243791351,2012,0.504754033667642,0
4,0.5775597792765,6.15419972688,0.0,326.2,0.6727477030868,69.3882114252,2012,0.504754033667642,0
5,0.6364572605561,5.600926768035,0.0,323.6666666667,0.6994059405941,59.32124540529,2012,0.504754033667642,0
6,0.6229253112033,3.634854912758,0.03786307200789,321.3333333333,0.6994361525705,31.41078743622,2012,0.504754033667642,0
7,0.5133083801206,2.314930330962,0.0,320.6,0.6041235737639,12.93367943587,2012,0.504754033667642,0
8,0.3917334978408,1.688772439957,0.0,324.2,0.4883207281976,6.234006879251,2012,0.504754033667642,0
9,0.2670124481328,1.400933664292,0.0,321.3333333333,0.3815355628827,6.99503555351,2012,0.504754033667642,0
10,0.2381447587354,1.935836143792,0.0,320.5333333333,0.3513622603431,13.18375116777,2012,0.504754033667642,0
11,0.2734980870644,2.981594461948,0.0,322.3666666667,0.4097754470889,16.70882946161,2012,0.504754033667642,0
12,0.3358085808581,4.065594121814,0.0,323.2,0.495721889106,22.93419075739,2012,0.504754033667642,0
1,0.3828019524354,4.207602225244,0.03790632635355,320.9666666667,0.5398545753876,29.19821442685,2013,0.504754033667642,0
2,0.4503760969494,5.567279718816,0.0,319.0666666667,0.6160720423455,49.42899780617,2013,0.504754033667642,0
3,0.5527014117397,6.625092577189,0.03874323144555,314.0333333333,0.6723121228744,66.88667246217,2013,0.504754033667642,0
4,0.5750869427758,5.462114207447,0.1923279650509,316.3,0.6800408719346,50.86833780697,2013,0.504754033667642,0
5,0.5745600168616,4.269680824131,0.0,316.3,0.6557837097878,25.15657441382,2013,0.504754033667642,0
6,0.486823706572,2.434118613601,0.0,309.9,0.5803833299229,15.5883490645,2013,0.504754033667642,0
7,0.3664031192462,1.778945121914,0.0,307.7666666667,0.4875898548759,6.576322068322,2013,0.504754033667642,0
8,0.2199505003766,0.9819218888879,0.0,309.7666666667,0.3356359203576,4.034799262575,2013,0.504754033667642,0
9,0.1490379504624,0.8924205042422,0.0,313.5666666667,0.2412974146706,3.36326095916,2013,0.504754033667642,0
10,0.1152400835073,0.8763048090041,0.0,319.3333333333,0.183526208305,4.55314940305,2013,0.504754033667642,0
11,0.1099097207642,1.187801782042,0.0,317.5333333333,0.2081388965139,5.613591424212,2013,0.504754033667642,0
12,0.1349103478073,1.577014476061,0.0,308.6,0.2369770019396,5.954422483225,2013,0.504754033667642,0
1,0.1412490529278,1.106180295348,0.03950643911958,307.9666666667,0.2323358270989,4.782006911874,2014,0.504754033667642,0
2,0.1136851136851,0.6654869168997,0.0,310.8,0.2246692984279,3.888202385578,2014,0.504754033667642,0
3,0.1041286863271,1.252546906471,0.0,310.8333333333,0.2100799443865,4.604837056244,2014,0.504754033667642,0
4,0.09260256272208,0.6288360357285,0.0,309.5666666667,0.176789814235,2.80087439323,2014,0.504754033667642,0
5,0.08056719303899,0.5881404876709,0.0,310.3,0.153093105603,2.683825400955,2014,0.504754033667642,0
6,0.06307643379625,0.4643273502588,0.0,314.4333333333,0.1339803113873,0.9144995907817,2014,0.504754033667642,0
7,0.04419713831479,0.1547429710627,0.0,314.5,0.09378071037484,0.2947718996478,2014,0.504754033667642,0
8,0.02216330858961,0.0,0.0,314.3333333333,0.05884834423117,0.1504583955174,2014,0.504754033667642,0
9,0.01215387867259,0.07715070992708,0.0,315.4,0.03172713265163,0.02412230654691,2014,0.504754033667642,0
10,0.006646971935007,0.0,0.0,315.9333333333,0.01394436269357,0.06048858736877,2014,0.504754033667642,0
11,0.003668378576669,0.0,0.0,318.0333333333,0.00819209039548,0.04841852590337,2014,0.504754033667642,0
12,0.00398197631772,0.03824793174863,0.0,318.1,0.003431022158685,0.01210011530729,2014,0.504754033667642,0
1,0.1461688378295,2.246384248137,0.0,324.9666666667,0.2126805258727,15.57950384667,2011,0.16082301155625903,0
2,0.2584350323044,4.080094501376,0.03743205964565,325.0333333333,0.413028055466,27.6751207966,2011,0.16082301155625903,0
3,0.3907449678357,6.816767156124,0.03787092864513,321.2666666667,0.5874425140521,65.44574976164,2011,0.16082301155625903,0
4,0.5515245478036,6.715245231986,0.03772609680891,322.5,0.6838816628411,69.0911398107,2011,0.16082301155625903,0
5,0.6602716996785,5.223478384316,0.1135538779199,321.4333333333,0.7422117885921,47.60491533478,2011,0.16082301155625903,0
6,0.6138236505974,3.346209309995,0.0,323.6,0.6748965956093,22.78709771243,2011,0.16082301155625903,0
7,0.4774206882298,1.395577091724,0.03771829977632,322.5666666667,0.5678382343561,6.715144275275,2011,0.16082301155625903,0
8,0.3118481435127,0.7232999317348,0.0,319.6,0.4153826399589,3.119666596677,2011,0.16082301155625903,0
9,0.1693572951569,0.4817748181522,0.0,328.3,0.2692112282484,1.899396375541,2011,0.16082301155625903,0
10,0.1074662910042,0.5141879618168,0.0,331.2666666667,0.1857466347968,2.390891611057,2011,0.16082301155625903,0
11,0.08148514851485,0.7227722555399,0.0,336.6666666667,0.1394269951727,3.074736177246,2011,0.16082301155625903,0
12,0.06463952918097,0.7518391683698,0.0,339.8333333333,0.1500598726918,2.863283420999,2011,0.16082301155625903,0
1,0.07388872534589,0.7163183391094,0.0,339.7,0.1581906627077,4.502671012738,2012,0.16082301155625903,0
2,0.127428740507,1.79998036474,0.0,337.9666666667,0.2063905475797,6.699441020642,2012,0.16082301155625903,0
3,0.1460785283355,1.841064099222,0.0,337.0333333333,0.2574750830565,8.389557028141,2012,0.16082301155625903,0
4,0.1984321411073,2.861342430115,0.03576678037643,340.1666666667,0.3293006404865,15.8185450156,2012,0.16082301155625903,0
5,0.2792246520875,3.954771209508,0.03628230467439,335.3333333333,0.4484194093925,15.63500218597,2012,0.16082301155625903,0
6,0.2476009596162,2.517493117601,0.0,333.4666666667,0.4394156775792,8.845280405887,2012,0.16082301155625903,0
7,0.2221108549664,1.938959557563,0.0,332.5666666667,0.398392577104,4.823375576455,2012,0.16082301155625903,0
